Irrep 	 alpha 	 beta 	 coefficient 	 abs(p1) 	 abs(p2) 	 p^1 	 p^2 	 q
B2	1	1	0.125000+0.000000*I	1	0	"(0, 0, 1)"	"(0, 0, 0)"	"(0, 0, 0)"
B2	1	1	0.125000+0.000000*I	1	0	"(0, 0, 1)"	"(0, 0, 0)"	"(0, 0, 0)"
B2	1	1	0.125000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
B2	1	1	-0.125000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
B2	1	1	-0.125000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
B2	1	1	0.125000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
B2	1	1	-0.125000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
B2	1	1	-0.125000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
B2	1	1	0.125000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
B2	1	1	0.125000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
B2	1	1	0.125000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
B2	1	1	-0.125000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
B2	1	1	-0.125000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
B2	1	1	0.125000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
B2	1	1	-0.125000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
B2	1	1	-0.125000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
B2	1	1	0.125000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
B2	1	1	0.125000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
B2	1	1	0.125000+0.000000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(0, 1, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(0, 1, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(0, 1, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(0, 1, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(0, 1, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(0, 1, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(0, 1, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(0, 1, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(0, -1, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(0, -1, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(0, -1, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(0, -1, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(0, -1, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(0, -1, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(0, -1, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(0, -1, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(1, 0, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(1, 0, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(1, 0, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(1, 0, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(1, 0, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(1, 0, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(1, 0, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(1, 0, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(-1, 0, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(-1, 0, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(-1, 0, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(-1, 0, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(-1, 0, 0)"
B2	1	1	-0.125000+0.000000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(-1, 0, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(-1, 0, 0)"
B2	1	1	0.125000+0.000000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(-1, 0, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(1, 1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(1, 1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(1, 1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(1, 1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(1, 1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(1, 1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(1, 1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(1, 1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(1, -1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(1, -1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(1, -1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(1, -1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(1, -1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(1, -1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(1, -1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(1, -1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(-1, 1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(-1, 1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(-1, 1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(-1, 1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(-1, 1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(-1, 1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(-1, 1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(-1, 1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(-1, -1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(-1, -1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(-1, -1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(-1, -1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(-1, -1, 0)"
B2	1	1	-0.125000+0.000000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(-1, -1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(-1, -1, 0)"
B2	1	1	0.125000+0.000000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(-1, -1, 0)"
B2	1	1	0.125000+0.000000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(1, 0, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(1, 0, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(1, 0, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(1, 0, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(1, 0, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(1, 0, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(1, 0, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(1, 0, 1)"
B2	1	1	0.125000+0.000000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(1, 0, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(1, 0, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(1, 0, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(1, 0, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(1, 0, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(1, 0, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(1, 0, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(1, 0, -1)"
B2	1	1	0.125000+0.000000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(-1, 0, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(-1, 0, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(-1, 0, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(-1, 0, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(-1, 0, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(-1, 0, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(-1, 0, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(-1, 0, 1)"
B2	1	1	0.125000+0.000000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(-1, 0, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(-1, 0, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(-1, 0, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(-1, 0, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(-1, 0, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(-1, 0, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(-1, 0, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(-1, 0, -1)"
B2	1	1	0.125000+0.000000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(0, 1, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(0, 1, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(0, 1, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(0, 1, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(0, 1, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(0, 1, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(0, 1, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(0, 1, 1)"
B2	1	1	0.125000+0.000000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(0, 1, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(0, 1, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(0, 1, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(0, 1, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(0, 1, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(0, 1, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(0, 1, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(0, 1, -1)"
B2	1	1	0.125000+0.000000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(0, -1, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(0, -1, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(0, -1, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(0, -1, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(0, -1, 1)"
B2	1	1	-0.125000+0.000000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(0, -1, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(0, -1, 1)"
B2	1	1	0.125000+0.000000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(0, -1, 1)"
B2	1	1	0.125000+0.000000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(0, -1, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(0, -1, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(0, -1, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(0, -1, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(0, -1, -1)"
B2	1	1	-0.125000+0.000000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(0, -1, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(0, -1, -1)"
B2	1	1	0.125000+0.000000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(0, -1, -1)"
E	1	1	0.250000+0.000000*I	1	0	"(0, 0, 1)"	"(0, 0, 0)"	"(0, 0, 0)"
E	1	1	0.000000+0.250000*I	1	0	"(0, 0, 1)"	"(0, 0, 0)"	"(0, 0, 0)"
E	1	1	0.000000-0.250000*I	1	0	"(0, 0, 1)"	"(0, 0, 0)"	"(0, 0, 0)"
E	1	1	-0.250000+0.000000*I	1	0	"(0, 0, 1)"	"(0, 0, 0)"	"(0, 0, 0)"
E	1	1	0.250000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
E	1	1	0.000000+0.250000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
E	1	1	0.000000-0.250000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
E	1	1	-0.250000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
E	1	1	0.250000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
E	1	1	0.000000+0.250000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
E	1	1	0.000000-0.250000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
E	1	1	-0.250000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
E	1	1	0.250000+0.000000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(0, 1, 0)"
E	1	1	0.000000+0.250000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(0, 1, 0)"
E	1	1	0.000000-0.250000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(0, 1, 0)"
E	1	1	-0.250000+0.000000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(0, 1, 0)"
E	1	1	0.250000+0.000000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(0, -1, 0)"
E	1	1	0.000000+0.250000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(0, -1, 0)"
E	1	1	0.000000-0.250000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(0, -1, 0)"
E	1	1	-0.250000+0.000000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(0, -1, 0)"
E	1	1	0.250000+0.000000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(1, 0, 0)"
E	1	1	0.000000+0.250000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(1, 0, 0)"
E	1	1	0.000000-0.250000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(1, 0, 0)"
E	1	1	-0.250000+0.000000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(1, 0, 0)"
E	1	1	0.250000+0.000000*I	2	1	"(-1, 0, 1)"	"(1, 0, 0)"	"(-1, 0, 0)"
E	1	1	0.000000+0.250000*I	2	1	"(0, 1, 1)"	"(0, -1, 0)"	"(-1, 0, 0)"
E	1	1	0.000000-0.250000*I	2	1	"(0, -1, 1)"	"(0, 1, 0)"	"(-1, 0, 0)"
E	1	1	-0.250000+0.000000*I	2	1	"(1, 0, 1)"	"(-1, 0, 0)"	"(-1, 0, 0)"
E	1	1	0.250000+0.000000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(1, 1, 0)"
E	1	1	0.000000+0.250000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(1, 1, 0)"
E	1	1	0.000000-0.250000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(1, 1, 0)"
E	1	1	-0.250000+0.000000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(1, 1, 0)"
E	1	1	0.250000+0.000000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(1, -1, 0)"
E	1	1	0.000000+0.250000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(1, -1, 0)"
E	1	1	0.000000-0.250000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(1, -1, 0)"
E	1	1	-0.250000+0.000000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(1, -1, 0)"
E	1	1	0.250000+0.000000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(-1, 1, 0)"
E	1	1	0.000000+0.250000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(-1, 1, 0)"
E	1	1	0.000000-0.250000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(-1, 1, 0)"
E	1	1	-0.250000+0.000000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(-1, 1, 0)"
E	1	1	0.250000+0.000000*I	3	2	"(-1, -1, 1)"	"(1, 1, 0)"	"(-1, -1, 0)"
E	1	1	0.000000+0.250000*I	3	2	"(-1, 1, 1)"	"(1, -1, 0)"	"(-1, -1, 0)"
E	1	1	0.000000-0.250000*I	3	2	"(1, -1, 1)"	"(-1, 1, 0)"	"(-1, -1, 0)"
E	1	1	-0.250000+0.000000*I	3	2	"(1, 1, 1)"	"(-1, -1, 0)"	"(-1, -1, 0)"
E	1	1	0.250000+0.000000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(1, 0, 1)"
E	1	1	0.000000+0.250000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(1, 0, 1)"
E	1	1	0.000000-0.250000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(1, 0, 1)"
E	1	1	-0.250000+0.000000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(1, 0, 1)"
E	1	1	0.250000+0.000000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(1, 0, -1)"
E	1	1	0.000000+0.250000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(1, 0, -1)"
E	1	1	0.000000-0.250000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(1, 0, -1)"
E	1	1	-0.250000+0.000000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(1, 0, -1)"
E	1	1	0.250000+0.000000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(-1, 0, 1)"
E	1	1	0.000000+0.250000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(-1, 0, 1)"
E	1	1	0.000000-0.250000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(-1, 0, 1)"
E	1	1	-0.250000+0.000000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(-1, 0, 1)"
E	1	1	0.250000+0.000000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(-1, 0, -1)"
E	1	1	0.000000+0.250000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(-1, 0, -1)"
E	1	1	0.000000-0.250000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(-1, 0, -1)"
E	1	1	-0.250000+0.000000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(-1, 0, -1)"
E	1	1	0.250000+0.000000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(0, 1, 1)"
E	1	1	0.000000+0.250000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(0, 1, 1)"
E	1	1	0.000000-0.250000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(0, 1, 1)"
E	1	1	-0.250000+0.000000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(0, 1, 1)"
E	1	1	0.250000+0.000000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(0, 1, -1)"
E	1	1	0.000000+0.250000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(0, 1, -1)"
E	1	1	0.000000-0.250000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(0, 1, -1)"
E	1	1	-0.250000+0.000000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(0, 1, -1)"
E	1	1	0.250000+0.000000*I	5	2	"(0, -1, 2)"	"(0, 1, -1)"	"(0, -1, 1)"
E	1	1	0.000000+0.250000*I	5	2	"(-1, 0, 2)"	"(1, 0, -1)"	"(0, -1, 1)"
E	1	1	0.000000-0.250000*I	5	2	"(1, 0, 2)"	"(-1, 0, -1)"	"(0, -1, 1)"
E	1	1	-0.250000+0.000000*I	5	2	"(0, 1, 2)"	"(0, -1, -1)"	"(0, -1, 1)"
E	1	1	0.250000+0.000000*I	1	2	"(0, -1, 0)"	"(0, 1, 1)"	"(0, -1, -1)"
E	1	1	0.000000+0.250000*I	1	2	"(-1, 0, 0)"	"(1, 0, 1)"	"(0, -1, -1)"
E	1	1	0.000000-0.250000*I	1	2	"(1, 0, 0)"	"(-1, 0, 1)"	"(0, -1, -1)"
E	1	1	-0.250000+0.000000*I	1	2	"(0, 1, 0)"	"(0, -1, 1)"	"(0, -1, -1)"
E	2	1	-0.250000+0.000000*I	1	0	"(0, 0, 1)"	"(0, 0, 0)"	"(0, 0, 0)"
E	2	1	0.250000+0.000000*I	1	0	"(0, 0, 1)"	"(0, 0, 0)"	"(0, 0, 0)"
E	2	1	0.000000+0.250000*I	1	0	"(0, 0, 1)"	"(0, 0, 0)"	"(0, 0, 0)"
E	2	1	0.000000-0.250000*I	1	0	"(0, 0, 1)"	"(0, 0, 0)"	"(0, 0, 0)"
E	2	1	-0.250000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
E	2	1	0.250000+0.000000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
E	2	1	0.000000+0.250000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
E	2	1	0.000000-0.250000*I	4	1	"(0, 0, 2)"	"(0, 0, -1)"	"(0, 0, 1)"
E	2	1	-0.250000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
E	2	1	0.250000+0.000000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
E	2	1	0.000000+0.250000*I	0	1	"(0, 0, 0)"	"(0, 0, 1)"	"(0, 0, -1)"
